date_id,predicted_rows,update_source_date_id,update_rows,forgetting_factor,update_before_prediction,update_is_strictly_past,fold,strategy,posterior_leverage_mean,posterior_leverage_max,risk_disagreement_mean,risk_abs_pred_mean,risk_weight_mean
1399,35816,,0,0.995,true,true,rw_01,conservative_rls,,,,,
1400,36784,1399,35816,0.995,true,true,rw_01,conservative_rls,,,,,
1401,36784,1400,36784,0.995,true,true,rw_01,conservative_rls,,,,,
1402,35816,1401,36784,0.995,true,true,rw_01,conservative_rls,,,,,
1403,37752,1402,35816,0.995,true,true,rw_01,conservative_rls,,,,,
1404,36784,1403,37752,0.995,true,true,rw_01,conservative_rls,,,,,
1405,36784,1404,36784,0.995,true,true,rw_01,conservative_rls,,,,,
1406,37752,1405,36784,0.995,true,true,rw_01,conservative_rls,,,,,
1407,36784,1406,37752,0.995,true,true,rw_01,conservative_rls,,,,,
1408,37752,1407,36784,0.995,true,true,rw_01,conservative_rls,,,,,
1409,37752,1408,37752,0.995,true,true,rw_01,conservative_rls,,,,,
1410,36784,1409,37752,0.995,true,true,rw_01,conservative_rls,,,,,
1411,36784,1410,36784,0.995,true,true,rw_01,conservative_rls,,,,,
1412,36784,1411,36784,0.995,true,true,rw_01,conservative_rls,,,,,
1413,27104,1412,36784,0.995,true,true,rw_01,conservative_rls,,,,,
1414,36784,1413,27104,0.995,true,true,rw_01,conservative_rls,,,,,
1415,34848,1414,36784,0.995,true,true,rw_01,conservative_rls,,,,,
1416,37752,1415,34848,0.995,true,true,rw_01,conservative_rls,,,,,
1417,36784,1416,37752,0.995,true,true,rw_01,conservative_rls,,,,,
1418,36784,1417,36784,0.995,true,true,rw_01,conservative_rls,,,,,
1419,36784,1418,36784,0.995,true,true,rw_01,conservative_rls,,,,,
1420,37752,1419,36784,0.995,true,true,rw_01,conservative_rls,,,,,
1421,37752,1420,37752,0.995,true,true,rw_01,conservative_rls,,,,,
1422,36784,1421,37752,0.995,true,true,rw_01,conservative_rls,,,,,
1423,36784,1422,36784,0.995,true,true,rw_01,conservative_rls,,,,,
1424,37752,1423,36784,0.995,true,true,rw_01,conservative_rls,,,,,
1425,36784,1424,37752,0.995,true,true,rw_01,conservative_rls,,,,,
1426,36784,1425,36784,0.995,true,true,rw_01,conservative_rls,,,,,
1427,36784,1426,36784,0.995,true,true,rw_01,conservative_rls,,,,,
1428,35816,1427,36784,0.995,true,true,rw_01,conservative_rls,,,,,
1429,36784,1428,35816,0.995,true,true,rw_01,conservative_rls,,,,,
1430,36784,1429,36784,0.995,true,true,rw_01,conservative_rls,,,,,
1431,37752,1430,36784,0.995,true,true,rw_01,conservative_rls,,,,,
1432,35816,1431,37752,0.995,true,true,rw_01,conservative_rls,,,,,
1433,34848,1432,35816,0.995,true,true,rw_01,conservative_rls,,,,,
1434,32912,1433,34848,0.995,true,true,rw_01,conservative_rls,,,,,
1435,31944,1434,32912,0.995,true,true,rw_01,conservative_rls,,,,,
1436,34848,1435,31944,0.995,true,true,rw_01,conservative_rls,,,,,
1437,35816,1436,34848,0.995,true,true,rw_01,conservative_rls,,,,,
1438,35816,1437,35816,0.995,true,true,rw_01,conservative_rls,,,,,
1439,36784,1438,35816,0.995,true,true,rw_01,conservative_rls,,,,,
1440,34848,1439,36784,0.995,true,true,rw_01,conservative_rls,,,,,
1441,35816,1440,34848,0.995,true,true,rw_01,conservative_rls,,,,,
1442,35816,1441,35816,0.995,true,true,rw_01,conservative_rls,,,,,
1443,33880,1442,35816,0.995,true,true,rw_01,conservative_rls,,,,,
1444,35816,1443,33880,0.995,true,true,rw_01,conservative_rls,,,,,
1445,36784,1444,35816,0.995,true,true,rw_01,conservative_rls,,,,,
1446,35816,1445,36784,0.995,true,true,rw_01,conservative_rls,,,,,
1447,37752,1446,35816,0.995,true,true,rw_01,conservative_rls,,,,,
1448,37752,1447,37752,0.995,true,true,rw_01,conservative_rls,,,,,
1449,35816,1448,37752,0.995,true,true,rw_01,conservative_rls,,,,,
1450,36784,1449,35816,0.995,true,true,rw_01,conservative_rls,,,,,
1451,30008,1450,36784,0.995,true,true,rw_01,conservative_rls,,,,,
1452,36784,1451,30008,0.995,true,true,rw_01,conservative_rls,,,,,
1453,35816,1452,36784,0.995,true,true,rw_01,conservative_rls,,,,,
1454,32912,1453,35816,0.995,true,true,rw_01,conservative_rls,,,,,
1455,36784,1454,32912,0.995,true,true,rw_01,conservative_rls,,,,,
1456,30976,1455,36784,0.995,true,true,rw_01,conservative_rls,,,,,
1457,33880,1456,30976,0.995,true,true,rw_01,conservative_rls,,,,,
1458,37752,1457,33880,0.995,true,true,rw_01,conservative_rls,,,,,
1459,37752,,0,0.995,true,true,rw_02,conservative_rls,,,,,
1460,37752,1459,37752,0.995,true,true,rw_02,conservative_rls,,,,,
1461,36784,1460,37752,0.995,true,true,rw_02,conservative_rls,,,,,
1462,37752,1461,36784,0.995,true,true,rw_02,conservative_rls,,,,,
1463,35816,1462,37752,0.995,true,true,rw_02,conservative_rls,,,,,
1464,33880,1463,35816,0.995,true,true,rw_02,conservative_rls,,,,,
1465,37752,1464,33880,0.995,true,true,rw_02,conservative_rls,,,,,
1466,35816,1465,37752,0.995,true,true,rw_02,conservative_rls,,,,,
1467,37752,1466,35816,0.995,true,true,rw_02,conservative_rls,,,,,
1468,37752,1467,37752,0.995,true,true,rw_02,conservative_rls,,,,,
1469,37752,1468,37752,0.995,true,true,rw_02,conservative_rls,,,,,
1470,37752,1469,37752,0.995,true,true,rw_02,conservative_rls,,,,,
1471,35816,1470,37752,0.995,true,true,rw_02,conservative_rls,,,,,
1472,37752,1471,35816,0.995,true,true,rw_02,conservative_rls,,,,,
1473,34848,1472,37752,0.995,true,true,rw_02,conservative_rls,,,,,
1474,36784,1473,34848,0.995,true,true,rw_02,conservative_rls,,,,,
1475,37752,1474,36784,0.995,true,true,rw_02,conservative_rls,,,,,
1476,37752,1475,37752,0.995,true,true,rw_02,conservative_rls,,,,,
1477,37752,1476,37752,0.995,true,true,rw_02,conservative_rls,,,,,
1478,19360,1477,37752,0.995,true,true,rw_02,conservative_rls,,,,,
1479,36784,1478,19360,0.995,true,true,rw_02,conservative_rls,,,,,
1480,37752,1479,36784,0.995,true,true,rw_02,conservative_rls,,,,,
1481,37752,1480,37752,0.995,true,true,rw_02,conservative_rls,,,,,
1482,31944,1481,37752,0.995,true,true,rw_02,conservative_rls,,,,,
1483,37752,1482,31944,0.995,true,true,rw_02,conservative_rls,,,,,
1484,37752,1483,37752,0.995,true,true,rw_02,conservative_rls,,,,,
1485,32912,1484,37752,0.995,true,true,rw_02,conservative_rls,,,,,
1486,34848,1485,32912,0.995,true,true,rw_02,conservative_rls,,,,,
1487,32912,1486,34848,0.995,true,true,rw_02,conservative_rls,,,,,
1488,32912,1487,32912,0.995,true,true,rw_02,conservative_rls,,,,,
1489,36784,1488,32912,0.995,true,true,rw_02,conservative_rls,,,,,
1490,30008,1489,36784,0.995,true,true,rw_02,conservative_rls,,,,,
1491,33880,1490,30008,0.995,true,true,rw_02,conservative_rls,,,,,
1492,34848,1491,33880,0.995,true,true,rw_02,conservative_rls,,,,,
1493,37752,1492,34848,0.995,true,true,rw_02,conservative_rls,,,,,
1494,36784,1493,37752,0.995,true,true,rw_02,conservative_rls,,,,,
1495,35816,1494,36784,0.995,true,true,rw_02,conservative_rls,,,,,
1496,37752,1495,35816,0.995,true,true,rw_02,conservative_rls,,,,,
1497,37752,1496,37752,0.995,true,true,rw_02,conservative_rls,,,,,
1498,37752,1497,37752,0.995,true,true,rw_02,conservative_rls,,,,,
1499,37752,1498,37752,0.995,true,true,rw_02,conservative_rls,,,,,
1500,35816,1499,37752,0.995,true,true,rw_02,conservative_rls,,,,,
1501,37752,1500,35816,0.995,true,true,rw_02,conservative_rls,,,,,
1502,35816,1501,37752,0.995,true,true,rw_02,conservative_rls,,,,,
1503,36784,1502,35816,0.995,true,true,rw_02,conservative_rls,,,,,
1504,37752,1503,36784,0.995,true,true,rw_02,conservative_rls,,,,,
1505,37752,1504,37752,0.995,true,true,rw_02,conservative_rls,,,,,
1506,37752,1505,37752,0.995,true,true,rw_02,conservative_rls,,,,,
1507,37752,1506,37752,0.995,true,true,rw_02,conservative_rls,,,,,
1508,37752,1507,37752,0.995,true,true,rw_02,conservative_rls,,,,,
1509,37752,1508,37752,0.995,true,true,rw_02,conservative_rls,,,,,
1510,36784,1509,37752,0.995,true,true,rw_02,conservative_rls,,,,,
1511,37752,1510,36784,0.995,true,true,rw_02,conservative_rls,,,,,
1512,37752,1511,37752,0.995,true,true,rw_02,conservative_rls,,,,,
1513,36784,1512,37752,0.995,true,true,rw_02,conservative_rls,,,,,
1514,37752,1513,36784,0.995,true,true,rw_02,conservative_rls,,,,,
1515,37752,1514,37752,0.995,true,true,rw_02,conservative_rls,,,,,
1516,37752,1515,37752,0.995,true,true,rw_02,conservative_rls,,,,,
1517,37752,1516,37752,0.995,true,true,rw_02,conservative_rls,,,,,
1518,37752,1517,37752,0.995,true,true,rw_02,conservative_rls,,,,,
1519,37752,,0,0.995,true,true,rw_03,conservative_rls,,,,,
1520,37752,1519,37752,0.995,true,true,rw_03,conservative_rls,,,,,
1521,36784,1520,37752,0.995,true,true,rw_03,conservative_rls,,,,,
1522,36784,1521,36784,0.995,true,true,rw_03,conservative_rls,,,,,
1523,37752,1522,36784,0.995,true,true,rw_03,conservative_rls,,,,,
1524,37752,1523,37752,0.995,true,true,rw_03,conservative_rls,,,,,
1525,36784,1524,37752,0.995,true,true,rw_03,conservative_rls,,,,,
1526,37752,1525,36784,0.995,true,true,rw_03,conservative_rls,,,,,
1527,37752,1526,37752,0.995,true,true,rw_03,conservative_rls,,,,,
1528,37752,1527,37752,0.995,true,true,rw_03,conservative_rls,,,,,
1529,37752,1528,37752,0.995,true,true,rw_03,conservative_rls,,,,,
1530,35816,1529,37752,0.995,true,true,rw_03,conservative_rls,,,,,
1531,37752,1530,35816,0.995,true,true,rw_03,conservative_rls,,,,,
1532,35816,1531,37752,0.995,true,true,rw_03,conservative_rls,,,,,
1533,37752,1532,35816,0.995,true,true,rw_03,conservative_rls,,,,,
1534,37752,1533,37752,0.995,true,true,rw_03,conservative_rls,,,,,
1535,37752,1534,37752,0.995,true,true,rw_03,conservative_rls,,,,,
1536,37752,1535,37752,0.995,true,true,rw_03,conservative_rls,,,,,
1537,37752,1536,37752,0.995,true,true,rw_03,conservative_rls,,,,,
1538,37752,1537,37752,0.995,true,true,rw_03,conservative_rls,,,,,
1539,37752,1538,37752,0.995,true,true,rw_03,conservative_rls,,,,,
1540,35816,1539,37752,0.995,true,true,rw_03,conservative_rls,,,,,
1541,37752,1540,35816,0.995,true,true,rw_03,conservative_rls,,,,,
1542,30008,1541,37752,0.995,true,true,rw_03,conservative_rls,,,,,
1543,37752,1542,30008,0.995,true,true,rw_03,conservative_rls,,,,,
1544,37752,1543,37752,0.995,true,true,rw_03,conservative_rls,,,,,
1545,37752,1544,37752,0.995,true,true,rw_03,conservative_rls,,,,,
1546,36784,1545,37752,0.995,true,true,rw_03,conservative_rls,,,,,
1547,37752,1546,36784,0.995,true,true,rw_03,conservative_rls,,,,,
1548,37752,1547,37752,0.995,true,true,rw_03,conservative_rls,,,,,
1549,36784,1548,37752,0.995,true,true,rw_03,conservative_rls,,,,,
1550,35816,1549,36784,0.995,true,true,rw_03,conservative_rls,,,,,
1551,31944,1550,35816,0.995,true,true,rw_03,conservative_rls,,,,,
1552,37752,1551,31944,0.995,true,true,rw_03,conservative_rls,,,,,
1553,37752,1552,37752,0.995,true,true,rw_03,conservative_rls,,,,,
1554,36784,1553,37752,0.995,true,true,rw_03,conservative_rls,,,,,
1555,34848,1554,36784,0.995,true,true,rw_03,conservative_rls,,,,,
1556,37752,1555,34848,0.995,true,true,rw_03,conservative_rls,,,,,
1557,37752,1556,37752,0.995,true,true,rw_03,conservative_rls,,,,,
1558,37752,1557,37752,0.995,true,true,rw_03,conservative_rls,,,,,
1559,37752,1558,37752,0.995,true,true,rw_03,conservative_rls,,,,,
1560,37752,1559,37752,0.995,true,true,rw_03,conservative_rls,,,,,
1561,36784,1560,37752,0.995,true,true,rw_03,conservative_rls,,,,,
1562,37752,1561,36784,0.995,true,true,rw_03,conservative_rls,,,,,
1563,36784,1562,37752,0.995,true,true,rw_03,conservative_rls,,,,,
1564,37752,1563,36784,0.995,true,true,rw_03,conservative_rls,,,,,
1565,37752,1564,37752,0.995,true,true,rw_03,conservative_rls,,,,,
1566,37752,1565,37752,0.995,true,true,rw_03,conservative_rls,,,,,
1567,37752,1566,37752,0.995,true,true,rw_03,conservative_rls,,,,,
1568,37752,1567,37752,0.995,true,true,rw_03,conservative_rls,,,,,
1569,36784,1568,37752,0.995,true,true,rw_03,conservative_rls,,,,,
1570,37752,1569,36784,0.995,true,true,rw_03,conservative_rls,,,,,
1571,36784,1570,37752,0.995,true,true,rw_03,conservative_rls,,,,,
1572,36784,1571,36784,0.995,true,true,rw_03,conservative_rls,,,,,
1573,37752,1572,36784,0.995,true,true,rw_03,conservative_rls,,,,,
1574,37752,1573,37752,0.995,true,true,rw_03,conservative_rls,,,,,
1575,37752,1574,37752,0.995,true,true,rw_03,conservative_rls,,,,,
1576,37752,1575,37752,0.995,true,true,rw_03,conservative_rls,,,,,
1577,37752,1576,37752,0.995,true,true,rw_03,conservative_rls,,,,,
1578,37752,1577,37752,0.995,true,true,rw_03,conservative_rls,,,,,
1579,37752,,0,0.995,true,true,rw_04,conservative_rls,,,,,
1580,37752,1579,37752,0.995,true,true,rw_04,conservative_rls,,,,,
1581,37752,1580,37752,0.995,true,true,rw_04,conservative_rls,,,,,
1582,35816,1581,37752,0.995,true,true,rw_04,conservative_rls,,,,,
1583,37752,1582,35816,0.995,true,true,rw_04,conservative_rls,,,,,
1584,36784,1583,37752,0.995,true,true,rw_04,conservative_rls,,,,,
1585,37752,1584,36784,0.995,true,true,rw_04,conservative_rls,,,,,
1586,34848,1585,37752,0.995,true,true,rw_04,conservative_rls,,,,,
1587,37752,1586,34848,0.995,true,true,rw_04,conservative_rls,,,,,
1588,36784,1587,37752,0.995,true,true,rw_04,conservative_rls,,,,,
1589,37752,1588,36784,0.995,true,true,rw_04,conservative_rls,,,,,
1590,37752,1589,37752,0.995,true,true,rw_04,conservative_rls,,,,,
1591,37752,1590,37752,0.995,true,true,rw_04,conservative_rls,,,,,
1592,37752,1591,37752,0.995,true,true,rw_04,conservative_rls,,,,,
1593,33880,1592,37752,0.995,true,true,rw_04,conservative_rls,,,,,
1594,36784,1593,33880,0.995,true,true,rw_04,conservative_rls,,,,,
1595,37752,1594,36784,0.995,true,true,rw_04,conservative_rls,,,,,
1596,37752,1595,37752,0.995,true,true,rw_04,conservative_rls,,,,,
1597,34848,1596,37752,0.995,true,true,rw_04,conservative_rls,,,,,
1598,37752,1597,34848,0.995,true,true,rw_04,conservative_rls,,,,,
1599,36784,1598,37752,0.995,true,true,rw_04,conservative_rls,,,,,
1600,34848,1599,36784,0.995,true,true,rw_04,conservative_rls,,,,,
1601,36784,1600,34848,0.995,true,true,rw_04,conservative_rls,,,,,
1602,35816,1601,36784,0.995,true,true,rw_04,conservative_rls,,,,,
1603,35816,1602,35816,0.995,true,true,rw_04,conservative_rls,,,,,
1604,37752,1603,35816,0.995,true,true,rw_04,conservative_rls,,,,,
1605,37752,1604,37752,0.995,true,true,rw_04,conservative_rls,,,,,
1606,37752,1605,37752,0.995,true,true,rw_04,conservative_rls,,,,,
1607,37752,1606,37752,0.995,true,true,rw_04,conservative_rls,,,,,
1608,37752,1607,37752,0.995,true,true,rw_04,conservative_rls,,,,,
1609,37752,1608,37752,0.995,true,true,rw_04,conservative_rls,,,,,
1610,37752,1609,37752,0.995,true,true,rw_04,conservative_rls,,,,,
1611,37752,1610,37752,0.995,true,true,rw_04,conservative_rls,,,,,
1612,36784,1611,37752,0.995,true,true,rw_04,conservative_rls,,,,,
1613,37752,1612,36784,0.995,true,true,rw_04,conservative_rls,,,,,
1614,37752,1613,37752,0.995,true,true,rw_04,conservative_rls,,,,,
1615,36784,1614,37752,0.995,true,true,rw_04,conservative_rls,,,,,
1616,37752,1615,36784,0.995,true,true,rw_04,conservative_rls,,,,,
1617,37752,1616,37752,0.995,true,true,rw_04,conservative_rls,,,,,
1618,35816,1617,37752,0.995,true,true,rw_04,conservative_rls,,,,,
1619,36784,1618,35816,0.995,true,true,rw_04,conservative_rls,,,,,
1620,36784,1619,36784,0.995,true,true,rw_04,conservative_rls,,,,,
1621,36784,1620,36784,0.995,true,true,rw_04,conservative_rls,,,,,
1622,36784,1621,36784,0.995,true,true,rw_04,conservative_rls,,,,,
1623,37752,1622,36784,0.995,true,true,rw_04,conservative_rls,,,,,
1624,37752,1623,37752,0.995,true,true,rw_04,conservative_rls,,,,,
1625,37752,1624,37752,0.995,true,true,rw_04,conservative_rls,,,,,
1626,37752,1625,37752,0.995,true,true,rw_04,conservative_rls,,,,,
1627,37752,1626,37752,0.995,true,true,rw_04,conservative_rls,,,,,
1628,36784,1627,37752,0.995,true,true,rw_04,conservative_rls,,,,,
1629,37752,1628,36784,0.995,true,true,rw_04,conservative_rls,,,,,
1630,37752,1629,37752,0.995,true,true,rw_04,conservative_rls,,,,,
1631,37752,1630,37752,0.995,true,true,rw_04,conservative_rls,,,,,
1632,37752,1631,37752,0.995,true,true,rw_04,conservative_rls,,,,,
1633,37752,1632,37752,0.995,true,true,rw_04,conservative_rls,,,,,
1634,37752,1633,37752,0.995,true,true,rw_04,conservative_rls,,,,,
1635,36784,1634,37752,0.995,true,true,rw_04,conservative_rls,,,,,
1636,26136,1635,36784,0.995,true,true,rw_04,conservative_rls,,,,,
1637,37752,1636,26136,0.995,true,true,rw_04,conservative_rls,,,,,
1638,37752,1637,37752,0.995,true,true,rw_04,conservative_rls,,,,,
1639,37752,,0,0.995,true,true,rw_05,conservative_rls,,,,,
1640,26136,1639,37752,0.995,true,true,rw_05,conservative_rls,,,,,
1641,37752,1640,26136,0.995,true,true,rw_05,conservative_rls,,,,,
1642,37752,1641,37752,0.995,true,true,rw_05,conservative_rls,,,,,
1643,37752,1642,37752,0.995,true,true,rw_05,conservative_rls,,,,,
1644,37752,1643,37752,0.995,true,true,rw_05,conservative_rls,,,,,
1645,37752,1644,37752,0.995,true,true,rw_05,conservative_rls,,,,,
1646,37752,1645,37752,0.995,true,true,rw_05,conservative_rls,,,,,
1647,37752,1646,37752,0.995,true,true,rw_05,conservative_rls,,,,,
1648,37752,1647,37752,0.995,true,true,rw_05,conservative_rls,,,,,
1649,37752,1648,37752,0.995,true,true,rw_05,conservative_rls,,,,,
1650,37752,1649,37752,0.995,true,true,rw_05,conservative_rls,,,,,
1651,37752,1650,37752,0.995,true,true,rw_05,conservative_rls,,,,,
1652,37752,1651,37752,0.995,true,true,rw_05,conservative_rls,,,,,
1653,37752,1652,37752,0.995,true,true,rw_05,conservative_rls,,,,,
1654,37752,1653,37752,0.995,true,true,rw_05,conservative_rls,,,,,
1655,37752,1654,37752,0.995,true,true,rw_05,conservative_rls,,,,,
1656,37752,1655,37752,0.995,true,true,rw_05,conservative_rls,,,,,
1657,37752,1656,37752,0.995,true,true,rw_05,conservative_rls,,,,,
1658,37752,1657,37752,0.995,true,true,rw_05,conservative_rls,,,,,
1659,37752,1658,37752,0.995,true,true,rw_05,conservative_rls,,,,,
1660,37752,1659,37752,0.995,true,true,rw_05,conservative_rls,,,,,
1661,37752,1660,37752,0.995,true,true,rw_05,conservative_rls,,,,,
1662,37752,1661,37752,0.995,true,true,rw_05,conservative_rls,,,,,
1663,37752,1662,37752,0.995,true,true,rw_05,conservative_rls,,,,,
1664,36784,1663,37752,0.995,true,true,rw_05,conservative_rls,,,,,
1665,37752,1664,36784,0.995,true,true,rw_05,conservative_rls,,,,,
1666,36784,1665,37752,0.995,true,true,rw_05,conservative_rls,,,,,
1667,36784,1666,36784,0.995,true,true,rw_05,conservative_rls,,,,,
